KRTAP2-3	17	39215494	39216344
KRTAP2-2	17	39210749	39211482
KRTAP2-1	17	39202792	39203568
RP11-680G24.4	16	15082115	15084017
RP11-680G24.7	16	14953012	14953120
KRTAP2-4	17	39221368	39222131
RP11-776A13.4	12	30169881	30170091
RP11-776A13.2	12	30607851	30645235
RP11-146D12.5	9	42478012	42478478
ZNF736P3Y	Y	25195393	25197342
RP11-3L10.2	7	121059125	121059899
RP11-3L10.3	7	121080887	121081315
RP11-3L10.1	7	121038505	121038821
SBF1P1	8	56362068	56367699
RP11-351I21.7	8	12231874	12233055
RP11-351I21.6	8	12236187	12237774
VMP1	17	57784552	57919616
PPIAP9	6	31487256	31488068
PPIAP6	14	68888414	68888913
PPIAP7	1	101736430	101736919
PPIAP1	21	22200444	22200940
PPIAP2	20	25348910	25349402
LL0XNC01-105G4.3	X	102602389	102602657
NR1D1	17	38249039	38256978
NR1D2	3	23986750	24021237
OGFR	20	61436186	62813998
RPS26P43	11	122920494	122921061
RPS26P47	13	101192154	101192502
RPS26P49	14	105297174	105297508
FAM90A10P	8	7626498	7629510
PTCH2	1	45285515	45308735
PTCH1	9	98205261	98279339
TIMM44	19	7991602	8008805
RAD9B	12	110939459	110969891
RAD9A	11	67159175	67392074
ERGIC2	12	29337356	29534122
ERGIC3	20	34129769	34145405
VN2R10P	16	77254302	77255155
ERGIC1	5	172261277	172379688
RP11-291L19.1	1	45880691	45881016
B3GAT3	11	62382767	62389647
B3GAT2	6	70857213	71666741
B3GAT1	11	134248397	134281812
CALM2	2	47160083	47403740
CALM3	19	47104330	47114050
SPG21	15	65255361	65282648
CALM1	14	90397032	90874605
GSDMA	17	38119225	38134019
GSDMB	17	38060847	38077313
GSDMC	8	129748197	130799134
GSDMD	8	144635376	144645232
UPK1A	19	35666516	36169367
UPK1B	3	118892363	118924000
DLGAP2	8	1449531	1708474
DLGAP3	1	35331036	35395186
DLGAP1	18	3496029	4455335
AE000658.27	14	22080077	22080535
DLGAP4	20	34894257	35157040
DLGAP5	14	55614829	55658396
RP11-554D14.3	12	108293414	108293592
RP11-554D14.2	12	108297046	108297725
RP11-554D14.1	12	108304179	108306397
AE000658.29	14	22117943	22118553
RP11-554D14.5	12	108281506	108283663
RP11-554D14.4	12	108275018	108277159
OIP5	15	41601465	41624819
AC138744.2	17	62487639	62487906
LRRFIP1	2	238536218	238722325
PTPN18	2	131113579	131132982
PTPN13	4	87515467	87736324
PTPN12	7	77166591	77269388
PTPN11	12	112419112	112947717
RPL32P35	X	127972418	127972812
RPL32P33	17	70623369	70623763
PTPN14	1	214530850	214725792
LYAR	4	4269427	4291896
AC138035.3	5	181329049	181331839
RP11-123C21.2	15	58672296	58672933
RP11-123C21.3	15	58732188	58733149
RP11-123C21.1	15	58978609	58978816
SDK2	17	71330522	71640228
C2orf81	2	74414176	74648718
C2orf80	2	209030066	209054797
DMRTB1	1	53925071	53933161
C2orf82	2	233721979	233743418
C2orf88	2	190744334	191068210
CTD-2230M5.1	X	113623440	113623608
CTD-2230M5.3	X	114389135	114389954
TRAPPC6A	19	45666185	45681495
MZB1	5	138723168	138725770
STK19P	6	31981046	31981564
CDK2	12	56360552	56366568
XXyac-YM21GA2.1	9	90431379	90432878
HLA-DQB1	6	32627243	32636160
HLA-DQB3	6	32698534	32699472
HLA-DQB2	6	32723874	32731311
BX088651.1	9	44400716	44402427
HSPE1P14	8	102451763	102452483
RP11-51L5.7	17	62272487	62282915
RP11-51L5.5	17	60360062	62297026
RP11-51L5.4	17	60337994	60339297
RP11-51L5.3	17	60308830	60324514
RP11-51L5.2	17	60459028	60459376
FOXS1	20	30432102	30433420
HSPE1P19	3	90261414	90261708
HAPLN4	19	19366315	19373605
CTD-2267G17.2	X	52125195	52128757
MCHR2	6	100367785	100442099
RP11-155N3.4	13	98871742	98872005
ZFP161	18	5289017	5297052
CHORDC2P	14	90203308	90204735
RPL23AP23	1	235459179	235459650
CAMKK2	12	121675496	121736111
CAMKK1	17	3763608	3798185
RP11-255L13.1	8	90255629	90256022
HMGB3P6	1	164326003	164326601
HMGN2P31	9	5311443	5311716
RP3-430N8.8	22	31298205	31298768
HMGB3P5	10	112210386	112210998
U47924.25	12	6953962	6960433
CHMP3	2	86730553	86790602
RPL36AL	14	50085236	50087403
CHMP7	8	23101149	23119512
CHMP6	17	78965397	78983317
CHMP5	9	33264939	33281977
RP11-413C10.6	9	107484615	107485546
OR52N4	11	5775922	5776959
OR52N5	11	5798863	5799897
OR52N2	11	5841543	5842578
OR52N1	11	5809083	5810046
NCLP2	X	134209165	134210627
CHST5	16	75562432	75569145
LY6G6C	6	31686424	31689622
LY6G6D	6	31683132	31685581
LY6G6E	6	31679547	31681842
HOXA11	7	27221128	27224842
HOXA10	7	27170592	27219880
AC022002.5	3	3026914	3027259
LIPT1P1	13	102654474	102655660
COX4I1P1	14	62298578	62299087
COX4I1P2	13	46245979	46246526
GALNTL5	7	151653463	152019926
GALNTL4	11	11292422	11643552
GALNTL6	4	172733404	173962710
GALNTL1	14	69725993	69821183
GALNTL2	3	16216155	16273499
RP11-76N22.3	1	89043562	89043884
RP11-76N22.1	1	88963991	88964359
TDH	8	11197145	11225961
KRTAP11-1	21	32252965	32253874
TDG	12	104359581	104382652
HN1	17	73131342	73164376
RP11-24O6.2	X	19931266	19934282
RP11-471G13.5	X	95720243	95721144
ENTPD6	20	25176328	25207365
RP11-274M17.1	12	74564224	74565610
LRRC27	10	132332155	134193422
RP11-365D23.2	1	214786302	214786741
KIAA1524	3	108268832	108589411
LRRC24	8	145747787	145752416
LRRC23	12	6904733	7023407
MPDU1	17	7486846	7588207
LRRC20	10	72058728	72142382
LRRC29	16	67207140	67260951
LRRC28	15	99791566	99930934
GCNT4	5	74323288	74326724
GCNT7	20	55066547	56497608
GCNT6	6	10634157	10634922
GCNT1	9	79034765	79122332
ENTPD1	10	95755747	97637023
GCNT3	15	59887073	59932438
GCNT2	6	10492455	10629601
LPCAT4	15	34358926	34659479
LPCAT2	16	55532039	55620582
LPCAT3	12	6981294	7125814
RPL35AP	20	46106957	46107754
LPCAT1	5	1456594	1524092
NDUFB11P1	11	92069197	92069662
RP11-64J19.1	17	21163279	21163813
RP11-134C1.1	1	188036428	188036656
AC090286.2	17	18811591	18812178
RP11-227H4.1	3	98338908	98339462
RP11-227H4.4	3	98243904	98244118
RP11-48L13.1	9	29636483	29636851
TAGLN	11	117070036	117075498
CCDC178	18	30517365	31021065
DLEC1	3	38080695	38165516
RP5-837M10.1	1	100797359	100798173
CCDC170	6	151815164	151942328
CCDC171	9	15552894	16061661
CCDC172	10	118083939	118139541
RP11-357H14.19	17	46684988	46716647
CCDC174	3	14651746	14714166
CCDC175	14	59971800	60043549
CCDC176	14	74486055	74532795
PDK1	2	173420100	173463862
PDK3	X	24483337	24557954
PDK2	17	48172100	50111368
EBP	X	48379545	48387104
PDK4	7	95212810	95225803
LNPEP	5	96271097	96373219
ALPI	2	233320832	233324742
SEC61A1	3	127770483	127790526
SEC61A2	10	12171635	12211960
ALPL	1	21835857	21904905
PECR	2	216861051	216947678
PKP4P1	2	210043689	210045847
PLA2G12AP1	1	52834348	52834916
PLA2G12AP2	13	39476523	39476787
INMT-FAM188B	7	30791752	30931696
CTAGE11P	13	75812079	75814432
HMGN2P19	1	229706278	229706543
HMGN2P18	1	155121019	155121289
RP11-727A23.8	11	82920440	82920676
HMGN2P13	3	152785066	152785340
RP5-882O7.4	1	45453905	45454397
HMGN2P11	7	84505869	84506272
HMGN2P10	22	42105228	42105493
RP5-882O7.1	1	45309592	45309754
HMGN2P16	9	15588352	15588613
DDIT3	12	57516593	57914300
DDIT4	10	74033677	74035794
SURF6P1	Y	19304705	19305532
RIIAD1	1	151682908	151702281
AC007163.2	2	200682822	200683196
RP1-308E4.1	1	28780051	28780445
CTHRC1P1	X	79177200	79177668
RP11-170M17.2	10	65662210	65663005
GOLGA8T	15	30427351	30437770
OR5R1	11	56184733	56418232
GOLGA8Q	15	30844280	30854704
GOLGA8S	15	23354748	23610281
GOLGA8R	15	30409559	30706365
GOLGA8M	15	28947099	28983530
GOLGA8O	15	32737306	32747835
GOLGA8N	15	32594188	32896179
GOLGA8H	15	30896328	30906764
GOLGA8K	15	32684982	32695396
GOLGA8J	15	30375255	30385702
RP11-726G23.8	8	43139768	43139949
GOLGA8G	15	28764756	28778160
GOLGA8F	15	28623766	28637170
GOLGA8A	15	34671268	34729667
GOLGA8B	15	34817407	34880704
CT45A9	X	135863776	135871812
CT45A8	X	135846499	135854538
PTPMT1	11	47586981	47595013
CT45A2	X	135811668	135820012
CT45A5	X	135777480	135781729
CT45A4	X	134926787	134936735
CT45A7	X	135829247	135837268
CT45A6	X	135794706	135802656
FTCDNL1	2	199818360	199851120
VMO1	17	4688579	4689728
PRELID2P1	12	69351156	69351457
AC017071.1	2	187229324	187229855
ATP5C1	10	7830091	7849778
RP11-42I10.3	16	48883829	48883926
TSPY18P	Y	9707272	9708390
IGHV1-2	14	106452670	106453170
NPC2	14	74942894	74960880
NPC1	18	21086306	21166862
RP11-203P23.2	7	104466782	104467243
C3orf58	3	143690639	143767561
RAB3GAP2	1	220321634	220445796
BHLHA15	7	97841565	98212979
RAB3GAP1	2	135809834	135933964
C3orf52	3	111805181	111849851
C3orf55	3	157261034	157395538
DAG1	3	49506145	49573048
CTD-2587H24.1	19	55630617	55631751
ETHE1	19	44010870	44031396
RP11-187C18.3	9	41479960	41480548
RP11-187C18.4	9	41341000	41342041
AC009302.4	2	222909243	222909713
SGSM3	22	40766594	40806122
RP11-349A22.3	14	58651293	58652225
RP11-349A22.2	14	58567702	58568292
KDM1A	1	23080873	23410182
KDM1B	6	18155559	18224084
SLC36A2	5	150694538	150727151
OR1S1	11	57982216	58215723
OR1S2	11	57970673	57971653
HIST1H3H	6	27777841	27778314
FCER1G	1	161185023	161190489
BTG4	11	111338250	111383079
BTG3	21	18965970	18985265
BTG2	1	203274618	203278730
BTG1	12	92536285	92539673
NMD3P1	7	63369343	63370831
AC020550.7	2	198398526	198398689
SRD5A3	4	56212275	56239263
SRD5A2	2	31522480	31581067
SRD5A1	5	6633455	6669675
AC009963.4	2	108520419	108520697
AC009963.3	2	108519452	108519590
GGA1	22	38004481	38029571
GGA3	17	73233378	75261623
GGA2	16	23474862	23533316
FHOD1	16	67263289	67281561
FHOD3	18	33877679	34360018
GJC2	1	228337552	228347527
C4orf3	4	120218206	120225600
GJC1	17	42875815	42908184
PSMB9	6	32811912	32827362
PSMB8	6	32808493	32812480
PSMB7	9	127115744	127177723
PSMB6	17	4699438	4798502
PSMB5	14	23485751	23504439
C14orf119	14	23563973	23569665
PSMB3	17	38752736	38764231
PSMB2	1	35599544	36107445
PSMB1	6	170844204	170862429
LMBR1L	12	49490918	49504683
RP5-1057J7.1	1	23571257	23571717
RP11-181C21.6	1	78319039	78319576
GS1-21A4.2	16	87892955	87893735
ITM2BP1	17	25939613	25940277
TRAV23DV6	14	22554683	22555238
TDGF1	3	46616044	46668033
SETP5	9	140535437	140535999
SETP4	X	84010143	84010854
SETP7	12	107665170	107665623
SETP6	3	81661388	81661956
SETP1	14	20996273	20997118
SETP2	14	51902755	51903681
RP11-486G15.1	1	84551423	84551916
AC004790.4	19	16145638	16146905
SETP8	X	116097016	116097644
LTN1	21	28928144	30365277
RP11-543P15.1	12	3320828	3321083
TRIML2	4	189012426	189030757
C9orf142	9	139886869	139888436
TRIML1	4	189060572	189068897
NACC2	9	138898382	138987131
VPS13D	1	12230067	12570415
NACC1	19	13228916	13251955
VPS13A	9	79792268	80036457
SH3KBP1	X	19552092	19905719
VPS13C	15	62144587	62352672
VPS13B	8	100025493	100889808
BEX5	X	101408679	101411029
BEX4	X	102470019	102472174
BEX2	X	102564273	102565974
BEX1	X	102317578	102319168
IGHD6-25	14	106347396	106347414
TMEM160	19	47549164	47551888
TMEM163	2	135213329	135476570
TMEM165	4	55417129	56292339
TMEM164	X	109245858	109425962
FOXN4	12	109715783	109747025
TMEM168	7	112405786	112430647
EVI2B	17	29630783	29641130
AC079780.3	7	23520371	23520578
FOXN1	17	26833260	26865914
FOXN2	2	48346217	48606433
FOXN3	14	89161400	90085493
RP11-96J15.2	9	46786248	46787634
RP11-96J15.1	9	46755556	46755935
NICN1	3	49422947	49466759
RP5-1189B24.4	X	122695492	122696817
COL14A1	8	121072018	121384275
RP5-1189B24.1	X	122692200	122692435
MEMO1P4	X	122899150	122899536
MEMO1P5	13	95394049	95394454
MEMO1P1	21	37502786	37503674
MEMO1P3	3	167606201	167606503
IFFO1	12	6539529	6665239
TAP2	6	32781543	32838770
SNAP91	6	84262598	84419410
AC067945.3	2	191857364	191858293
RP11-149I2.5	9	21929455	21931072
CTD-2265D6.2	5	42466994	42468402
CTD-2265D6.1	5	42465501	42468970
C11orf35	11	554854	560779
C11orf34	11	112118875	112131583
C11orf31	11	57508824	57743554
C11orf30	11	76155966	76264069
RPL15P3	6	12514341	12514956
RPL15P2	14	95267185	95267800
RPL15P1	20	18070759	18071359
RPL15P4	6	31495890	31496470
CTD-3093B17.2	19	14628599	14628801
MACROD2	20	13976014	16033842
MACROD1	11	63766029	63933578
VN1R20P	3	13968309	13969275
RP11-357J22.1	1	176274807	176275231
SEP15	1	86862447	87380107
CTD-2184C24.1	14	60679179	60679630
KRR1	12	75499835	75905416
RP5-991C6.2	6	82473927	82474220
FAM64A	17	6347734	6354789
CTD-2336H13.1	16	76912170	76912833
FAM92A1	8	93700593	94743755
HMGN1P9	3	134104038	134104336
HMGN1P4	1	182911249	182911539
HMGN1P5	1	158236542	158237110
HMGN1P6	2	207124351	207124642
HMGN1P7	3	93707477	93707790
HMGN1P2	21	33078867	33079177
HMGN1P3	14	69354501	69354801
HIST2H3PS2	1	149400130	149400542
C8orf48	8	13424351	13425796
C8orf47	8	99076538	99105838
C8orf46	8	67372237	67430759
C8orf44	8	67579849	67597799
C8orf42	8	439802	495781
TP53I3	2	24300302	24308731
C8orf40	8	42396297	42408151
RP11-777B9.5	4	78929665	78929842
RP11-777B9.4	4	78924296	78924593
RP11-777B9.3	4	78909013	78909967
RP11-777B9.1	4	78879153	78879934
MB	22	36002810	36033998
DUX4L7	4	190071232	190072506
DUX4L6	4	190074525	190075799
DUX4L5	4	190077818	190079092
DUX4L3	4	190087705	190088979
DUX4L1	4	190084412	190085686
SLC18A3	10	50818346	50820765
SLC18A2	10	119000603	119038941
SLC18A1	8	20002365	20040717
DUX4L9	4	190942561	190943820
DUX4L8	4	190067935	190069209
RALBP1	18	9475006	9538114
CTD-2311B13.10	14	19511244	19511712
RP11-313M3.1	11	39183002	39183517
ZNF831	20	57766074	57834168
ZNF830	17	33288548	33290205
ZNF835	19	57174019	57183151
ZNF837	19	58878984	58892427
ZNF836	19	52657116	52674896
ZNF839	14	102783713	102809039
ZNF570	19	37958486	37976260
OXCT2P1	1	39980627	39982162
AC004854.5	7	44959267	44959928
FAM91A1	8	124780695	124827692
RP11-465K4.4	8	30754236	30754539
RP11-841C19.1	12	19661837	19662179
CPEB1	15	82543201	83317612
RP11-242D8.3	17	41321896	41322094
SUGCT	7	40134977	40860631
RP11-253M7.3	15	69726804	69727459
RP11-841C19.6	12	19609177	19610582
TSPY8	Y	9195405	9218479
TSPY4	Y	9175072	9177893
TSPY3	Y	9236029	9307357
TSPY2	Y	6114263	6117060
TSPY1	Y	9236075	9307357
RAB33A	X	129305622	129318844
SLC17A9	20	61584051	61599949
RP11-114O13.1	14	31260303	31260695
RAB33B	4	140374385	140397763
SLC17A4	6	25754926	25781419
SLC17A5	6	74303101	74363878
SLC17A6	11	22359642	22401049
SLC17A7	19	49932657	49945617
SLC17A1	6	25783124	25832287
SLC17A2	6	25912981	25930946
SLC17A3	6	25833293	25882514
C16orf58	16	31500791	31520630
C16orf59	16	2510080	2514964
RP11-386M24.1	15	93262622	93262970
C16orf52	16	22018958	22098855
C16orf54	16	29753783	29757327
C16orf55	16	89724209	89737680
ITCH	20	32951040	34511392
CHMP4A	14	24209860	24683075
CHMP4B	20	32399109	32442172
CHMP4C	8	82644668	82671750
RP11-380M3.1	6	73696035	73697473
KRT8P26	11	65494409	65495685
COBLL1	2	164685904	165700189
RP11-275O18.1	12	82262146	82262825
AC010086.5	Y	23567655	23567881
ST5	11	8711968	8932498
ST7	7	116593291	117199144
WBP2P1	18	22596397	22597168
KCNAB1	3	155755489	156539138
ZNF304	19	57862674	57871266
STH	17	44076615	44077060
ZNF302	19	34677639	35177302
ZNF300	5	150273953	150284545
RP11-193F5.4	14	61438989	61439184
STS	X	7137496	7272851
TP53TG3	16	32264039	32688053
IFT80	3	159974773	160117668
CASP3P1	1	71126339	71126948
RP11-361C13.1	15	21752278	21752710
PPP3CA	4	101944565	102269435
PPP3CB	10	75196185	75255782
PPP3CC	8	22298331	22398652
LIF	22	30636435	30642840
GPATCH8	17	42472651	44436787
IQCJ-SCHIP1	3	158680023	159615155
NPY6R	5	137136881	137146440
RP3-509I19.1	6	139143883	139144936
RP4-535B20.2	1	65543094	65543814
RP3-509I19.6	6	139200035	139200544
CTD-2302A16.2	11	21305324	21306501
RP11-5P18.10	1	16361672	16366524
RP11-5P18.11	1	15989140	15989375
RPL18	19	49118584	49122793
RP5-1100E15.4	X	101870405	101870748
RP5-1100E15.3	X	101816862	101826393
ADRA2B	2	96112875	96116245
ADRA2C	4	3768074	3770251
TEX26	13	31506839	31549639
RP13-140E4.1	X	89294214	89295724
TEX22	14	105864915	105916443
RP11-767L7.1	3	119747586	119748715
RP11-767L7.2	3	119760036	119760384
TEX28	X	154271265	154295853
TEX29	13	111968530	111996596
SYT8	11	1849536	1858751
SYT9	11	7273180	7490273
RP11-286B5.1	14	48959085	48959637
MTCH2	11	47638866	47664175
MTCH1	6	36935916	36954074
SYT1	12	79257772	79845788
SYT2	1	202559723	202679545
SYT3	19	51124563	51171651
SYT4	18	40847858	40857615
SYT5	19	55682566	55691809
SYT6	1	114089291	114696472
SYT7	11	61282784	61348620
TIAL1	10	121334198	121356541
CH17-478G19.2	1	148772640	148784594
CTD-2623H2.3	19	58555959	58558137
CTD-2623H2.7	19	58648079	58648421
RP11-72M10.8	11	55047424	55047765
IGKV1-12	2	89339720	89340242
FUBP3	9	133454351	133513739
RP11-72M10.4	11	55046922	55052225
FUBP1	1	78409739	78444794
IGKV1-16	2	89399351	89399854
IGKV1-17	2	89416832	89417335
RP11-18O15.1	12	102623804	102624311
SCHIP1	3	159557649	159615149
RP11-262M14.1	3	180960132	180960689
RP1-228H13.2	1	40830437	40830855
RP1-228H13.1	1	40798749	40799229
MARCO	2	119699741	119752236
SAP30	4	174291119	174298683
NBL1	1	19643409	19984945
RP11-447H19.1	5	43231913	43233275
RP11-447H19.3	5	43206810	43207913
RP11-447H19.2	5	43225607	43225915
HSFX1	X	148855725	148858525
RP11-368J21.4	16	22537478	22537584
RP11-368J21.3	16	22557018	22588186
RP11-893G17.4	17	36234447	36234554
RP11-17M15.4	16	32368301	32375017
RP11-17M15.2	16	32300867	32321876
C1orf53	1	197871776	197876497
C1orf52	1	85715638	85725355
C1orf51	1	150254952	150259505
C1orf50	1	42767306	43260164
C1orf56	1	151020215	151024462
C1orf54	1	150240599	150253327
MARC1	1	220960100	220987735
MARC2	1	220921566	220958150
AC002128.4	19	35723193	35723906
MIPEPP3	13	21872397	21880512
CSRP2BP	20	18118571	18169031
OR7E96P	8	7897499	7898475
AC010740.1	2	141655991	141656675
SMPD4	2	130908980	130940323
SMPD1	11	6411660	6416228
SMPD3	16	68392230	68482591
SMPD2	6	109761965	109765122
BRIP1	17	59758626	59940882
PDE11A	2	178492796	178973066
RP11-666A20.3	3	125677398	125677660
MRPS21P9	17	48527539	48528086
TTC28	22	27978014	29075853
TTC29	4	147627789	147867034
TTC24	1	156549518	156556562
TTC25	17	40086887	41965648
TTC26	7	138818489	138876732
TTC27	2	32853098	33046118
PATL2	15	44957929	45003514
TTC22	1	55245384	55266940
TTC23	15	99676527	99791428
MTND2P8	9	81356635	81357660
AL135745.1	14	64894339	64894713
ENO1	1	8921060	8939308
ENO2	12	7022908	7032861
ENO3	17	4851386	4860426
ENO4	10	116849512	118671297
RP11-358N4.3	11	89519112	89521006
RP11-358N4.6	11	89553249	89560090
RP11-358N4.5	11	89522579	89522901
FAM177A1P1	4	99877132	99877918
CBX3P8	11	49427741	49428266
CBX3P9	6	116774176	116774728
CBX3P6	2	155797052	155797579
CBX3P7	11	89026912	89027414
CBX3P4	12	2896096	2903461
CBX3P5	12	95680093	95680614
CBX3P2	18	2652168	2655394
RP11-259G18.3	17	44336916	44337972
RP11-259G18.1	17	44344402	44346060
OBSCN	1	228299816	228566575
RP1-267D11.1	12	120494838	120494984
SRRD	22	26483880	26887899
RP11-1099M24.7	17	7829248	7833940
MCL1	1	150547031	150579738
CTD-2515H24.1	15	57848148	57848577
SORBS1	10	95314735	97321171
SORBS3	8	22402498	22433301
SORBS2	4	186506597	186877806
ODC1	2	10580093	10588630
RP11-1099M24.8	17	7858185	7858940
TCP1P1	7	42834504	42842093
IL18RAP	2	103035148	103069025
TMEM167AP1	Y	23069229	23069448
EOMES	3	27757439	27764202
RP11-59D5__B.3	6	64507081	64507924
AP006285.2	11	1580492	1585989
AL772307.1	9	42128838	42129419
RP4-566D2.1	1	227786124	227786795
PDSS2	6	107473760	107780768
MRPS36P2	4	187821693	187821992
CGB2	19	49535168	49536495
RP1-279N11.1	X	75875896	75876960
AC091069.1	3	6249955	6250258
ZSWIM5P3	4	130057079	130060908
ZSWIM5P2	17	20487070	20494493
ZSWIM5P1	17	15672030	15674740
RP11-752P2.1	18	69255772	69256120
RP11-752P2.2	18	69332383	69332761
FKBP14	7	30050202	30066300
